"Handle","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Inventory Qty","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"
"the-amara-lace-lace-top-corset-black","Size","","Color","","",0,"shopify","deny","manual"